query,pert_id,pert_iname,pert_type,tau
ATLAS_SIG_B_TOP100,BRD-A91992993,siguazodan,trt_cp,5.1209874
ATLAS_SIG_B_TOP100,BRD-K46211610,tolazoline,trt_cp,-4.721635
ATLAS_SIG_B_TOP100,BRD-A30717181,triamcinolone,trt_cp,46.131737
ATLAS_SIG_B_TOP100,BRD-K11742128,triprolidine,trt_cp,-44.621677
ATLAS_SIG_B_TOP100,BRD-A79672927,tropicamide,trt_cp,-0.5990134
ATLAS_SIG_B_TOP100,BRD-K48427617,U-0124,trt_cp,-39.553844
ATLAS_SIG_B_TOP100,BRD-K47207162,zimelidine,trt_cp,-1.784864
ATLAS_SIG_B_TOP100,BRD-A47513740,calyculin,trt_cp,93.74149
ATLAS_SIG_B_TOP100,BRD-K56231354,triprolidine,trt_cp,-11.296581
ATLAS_SIG_B_TOP100,BRD-K89732114,trifluoperazine,trt_cp,21.591066
ATLAS_SIG_B_TOP100,BRD-A18763547,BAX-channel-blocker,trt_cp,25.469599
ATLAS_SIG_B_TOP100,BRD-A83255679,BRD-A83255679,trt_cp,-1.0570824
ATLAS_SIG_B_TOP100,BRD-K00317371,RITA,trt_cp,-45.81842
ATLAS_SIG_B_TOP100,BRD-K06593056,LE-135,trt_cp,-2.572234
ATLAS_SIG_B_TOP100,BRD-K12184916,NVP-BEZ235,trt_cp,0.0
ATLAS_SIG_B_TOP100,BRD-K15563106,phloretin,trt_cp,-37.116245
ATLAS_SIG_B_TOP100,BRD-K19295594,gossypol,trt_cp,-33.31175
ATLAS_SIG_B_TOP100,BRD-K20755323,SKI-II,trt_cp,1.1627907
ATLAS_SIG_B_TOP100,BRD-K26664453,cytochalasin-b,trt_cp,3.288619
ATLAS_SIG_B_TOP100,BRD-K32536677,AGK-2,trt_cp,43.41661
ATLAS_SIG_B_TOP100,BRD-K36927236,glibenclamide,trt_cp,10.528376
ATLAS_SIG_B_TOP100,BRD-K53414658,tivozanib,trt_cp,10.26399
ATLAS_SIG_B_TOP100,BRD-K54256913,MK-1775,trt_cp,21.613354
ATLAS_SIG_B_TOP100,BRD-K68143200,NSC-95397,trt_cp,51.31653
ATLAS_SIG_B_TOP100,BRD-K93176058,AC-55649,trt_cp,-21.009426
ATLAS_SIG_B_TOP100,BRD-K94325918,kinetin-riboside,trt_cp,-73.839066
ATLAS_SIG_B_TOP100,BRD-K95609758,BMS-191011,trt_cp,-31.584824
ATLAS_SIG_B_TOP100,BRD-K96354014,nifedipine,trt_cp,-35.130684
ATLAS_SIG_B_TOP100,BRD-K30064966,BRD-K30064966,trt_cp,39.031654
ATLAS_SIG_B_TOP100,BRD-K56301217,ABT-737,trt_cp,-36.547043
ATLAS_SIG_B_TOP100,BRD-K82746043,navitoclax,trt_cp,-26.469765
ATLAS_SIG_B_TOP100,BRD-A67373739,AICA-ribonucleotide,trt_cp,-30.75285
ATLAS_SIG_B_TOP100,BRD-K47983010,BX-795,trt_cp,6.4560556
ATLAS_SIG_B_TOP100,BRD-K05653692,DL-PDMP,trt_cp,56.554077
ATLAS_SIG_B_TOP100,BRD-K01976263,emetine,trt_cp,-96.723045
ATLAS_SIG_B_TOP100,BRD-A68631409,evodiamine,trt_cp,-17.494099
ATLAS_SIG_B_TOP100,BRD-K09778810,FGIN-1-27,trt_cp,-0.8104299
ATLAS_SIG_B_TOP100,BRD-K85606544,neratinib,trt_cp,57.989246
ATLAS_SIG_B_TOP100,BRD-K33583600,isoliquiritigenin,trt_cp,79.383575
ATLAS_SIG_B_TOP100,BRD-K67566344,KU-0063794,trt_cp,-1.3742071
ATLAS_SIG_B_TOP100,BRD-K37865504,LY-2183240,trt_cp,2.7836504
ATLAS_SIG_B_TOP100,BRD-K35960502,niclosamide,trt_cp,12.29019
ATLAS_SIG_B_TOP100,BRD-K48692744,NU-1025,trt_cp,-29.447258
ATLAS_SIG_B_TOP100,BRD-K08589866,linsitinib,trt_cp,-8.0673485
ATLAS_SIG_B_TOP100,BRD-K92991072,PAC-1,trt_cp,1.7280622
ATLAS_SIG_B_TOP100,BRD-K11853856,PJ-34,trt_cp,34.924023
ATLAS_SIG_B_TOP100,BRD-K16554956,PTB1,trt_cp,-3.8553214
ATLAS_SIG_B_TOP100,BRD-K02407574,parbendazole,trt_cp,85.33974
ATLAS_SIG_B_TOP100,BRD-K98548675,parthenolide,trt_cp,92.45113
ATLAS_SIG_B_TOP100,BRD-K01292756,pimozide,trt_cp,37.2933
ATLAS_SIG_B_TOP100,BRD-A45889380,mepacrine,trt_cp,89.00634
ATLAS_SIG_B_TOP100,BRD-K21672174,Ro-28-1675,trt_cp,-34.97466
ATLAS_SIG_B_TOP100,BRD-A97437073,rosiglitazone,trt_cp,-1.4700514
ATLAS_SIG_B_TOP100,BRD-K03816923,rottlerin,trt_cp,-1.5503876
ATLAS_SIG_B_TOP100,BRD-K53855319,SRT-1720,trt_cp,12.215756
ATLAS_SIG_B_TOP100,BRD-A35588707,teniposide,trt_cp,-17.689169
ATLAS_SIG_B_TOP100,BRD-K51575138,TPCA-1,trt_cp,-43.639847
ATLAS_SIG_B_TOP100,BRD-K80527266,triacsin-c,trt_cp,-86.06775
ATLAS_SIG_B_TOP100,BRD-K74236984,UNC-0321,trt_cp,-78.77869
ATLAS_SIG_B_TOP100,BRD-K87947369,tozasertib,trt_cp,3.3725805
ATLAS_SIG_B_TOP100,BRD-K12994359,valdecoxib,trt_cp,-2.0084567
ATLAS_SIG_B_TOP100,BRD-K71799949,carbamazepine,trt_cp,16.630302
ATLAS_SIG_B_TOP100,BRD-A85860691,chaetocin,trt_cp,69.23867
ATLAS_SIG_B_TOP100,BRD-A38030642,cyclosporin-a,trt_cp,-38.283497
ATLAS_SIG_B_TOP100,BRD-K35723520,darinaparsin,trt_cp,-13.327713
ATLAS_SIG_B_TOP100,BRD-K82135108,elesclomol,trt_cp,-1.0218464
ATLAS_SIG_B_TOP100,BRD-K14888893,minoxidil,trt_cp,-4.6735516
ATLAS_SIG_B_TOP100,BRD-A75517195,thiazolopyrimidine,trt_cp,5.240394
ATLAS_SIG_B_TOP100,BRD-A75409952,wortmannin,trt_cp,0.03483856
ATLAS_SIG_B_TOP100,BRD-A81541225,oligomycin-a,trt_cp,-93.9972
ATLAS_SIG_B_TOP100,BRD-K81418486,vorinostat,trt_cp,74.42141
ATLAS_SIG_B_TOP100,BRD-K61033289,15-delta-prostaglandin-j2,trt_cp,46.41044
ATLAS_SIG_B_TOP100,BRD-K88560311,rucaparib,trt_cp,-23.761574
ATLAS_SIG_B_TOP100,BRD-K08703257,3-amino-benzamide,trt_cp,-21.064146
ATLAS_SIG_B_TOP100,BRD-K09907482,PRL-3-inhibitor-I,trt_cp,-28.334888
ATLAS_SIG_B_TOP100,BRD-K59184148,SB-216763,trt_cp,-44.115448
ATLAS_SIG_B_TOP100,BRD-K12762134,XAV-939,trt_cp,-11.214052
ATLAS_SIG_B_TOP100,BRD-K26657438,imiquimod,trt_cp,-5.8868904
ATLAS_SIG_B_TOP100,BRD-K93754473,tamoxifen,trt_cp,-1.0570824
ATLAS_SIG_B_TOP100,BRD-K27316855,calcitriol,trt_cp,2.5886211
ATLAS_SIG_B_TOP100,BRD-A13122391,triptolide,trt_cp,50.771053
ATLAS_SIG_B_TOP100,BRD-A71390734,idarubicin,trt_cp,18.35336
ATLAS_SIG_B_TOP100,BRD-K91623615,ABT-751,trt_cp,28.907219
ATLAS_SIG_B_TOP100,BRD-K07303502,arachidonyl-trifluoro-methane,trt_cp,32.854065
ATLAS_SIG_B_TOP100,BRD-K78959463,FPL-64176,trt_cp,-18.324192
ATLAS_SIG_B_TOP100,BRD-K09499853,KU-0060648,trt_cp,74.87437
ATLAS_SIG_B_TOP100,BRD-K28470988,L-690330,trt_cp,-1.0482725
ATLAS_SIG_B_TOP100,BRD-K69328504,L-690488,trt_cp,4.0521493
ATLAS_SIG_B_TOP100,BRD-K76205745,losartan,trt_cp,-6.800564
ATLAS_SIG_B_TOP100,BRD-K78126613,menadione,trt_cp,6.0364537
ATLAS_SIG_B_TOP100,BRD-K67844266,pevonedistat,trt_cp,-22.674932
ATLAS_SIG_B_TOP100,BRD-K62810658,PD-98059,trt_cp,-3.488372
ATLAS_SIG_B_TOP100,BRD-K80738081,resveratrol,trt_cp,2.184637
ATLAS_SIG_B_TOP100,BRD-K23875128,RHO-kinase-inhibitor-III[rockout],trt_cp,-75.69568
ATLAS_SIG_B_TOP100,BRD-K50128260,sildenafil,trt_cp,23.593685
ATLAS_SIG_B_TOP100,BRD-K28360340,TW-37,trt_cp,0.63424945
ATLAS_SIG_B_TOP100,BRD-A09533288,verapamil,trt_cp,-43.12323
ATLAS_SIG_B_TOP100,BRD-U88459701,atorvastatin,trt_cp,-1.7618041
ATLAS_SIG_B_TOP100,BRD-A69951442,dexamethasone,trt_cp,-26.880026
ATLAS_SIG_B_TOP100,BRD-A25004090,erastin,trt_cp,-6.4581385
ATLAS_SIG_B_TOP100,BRD-K15108141,gemcitabine,trt_cp,17.333858
ATLAS_SIG_B_TOP100,BRD-K59222562,BRD-K59222562,trt_cp,-89.29127
ATLAS_SIG_B_TOP100,BRD-A18279961,BRD-A18279961,trt_cp,4.1578574
ATLAS_SIG_B_TOP100,BRD-A38793261,BRD-A38793261,trt_cp,-5.990134
ATLAS_SIG_B_TOP100,BRD-K37456065,VU-0365114-2,trt_cp,-15.150288
ATLAS_SIG_B_TOP100,BRD-K44432556,VU-0418946-1,trt_cp,-5.320648
ATLAS_SIG_B_TOP100,BRD-A19500257,geldanamycin,trt_cp,1.3456566
ATLAS_SIG_B_TOP100,BRD-K24127443,BRD-K24127443,trt_cp,2.2198732
ATLAS_SIG_B_TOP100,BRD-K35133769,BRD-K35133769,trt_cp,12.472073
ATLAS_SIG_B_TOP100,BRD-K68756823,FR-180204,trt_cp,-4.792107
ATLAS_SIG_B_TOP100,BRD-K30649484,mafenide,trt_cp,54.51062
ATLAS_SIG_B_TOP100,BRD-K39823328,VU-0366037-2,trt_cp,-14.964619
ATLAS_SIG_B_TOP100,BRD-A34208323,VU-0404997-2,trt_cp,8.527132
ATLAS_SIG_B_TOP100,BRD-K83010055,VU-0415374-1,trt_cp,-12.876731
ATLAS_SIG_B_TOP100,BRD-K74501079,azithromycin,trt_cp,16.902063
ATLAS_SIG_B_TOP100,BRD-A35108200,dexamethasone,trt_cp,-32.249184
ATLAS_SIG_B_TOP100,BRD-A69512159,carbidopa,trt_cp,10.150555
ATLAS_SIG_B_TOP100,BRD-K02637541,celecoxib,trt_cp,0.5285412
ATLAS_SIG_B_TOP100,BRD-A42571354,cetirizine,trt_cp,-22.151243
ATLAS_SIG_B_TOP100,BRD-A47598013,citalopram,trt_cp,21.70086
ATLAS_SIG_B_TOP100,BRD-K27721098,clopidogrel,trt_cp,82.06672
ATLAS_SIG_B_TOP100,BRD-K05673000,dicloxacillin,trt_cp,-77.3276
ATLAS_SIG_B_TOP100,BRD-A16998493,etodolac,trt_cp,30.654652
ATLAS_SIG_B_TOP100,BRD-A81233518,glycopyrrolate,trt_cp,4.3203063
ATLAS_SIG_B_TOP100,BRD-A01320529,salmeterol,trt_cp,3.3796282
ATLAS_SIG_B_TOP100,BRD-K55070890,thiothixene,trt_cp,66.09182
ATLAS_SIG_B_TOP100,BRD-K92000912,AM-251,trt_cp,0.7047216
ATLAS_SIG_B_TOP100,BRD-K41410256,balsalazide,trt_cp,4.6159267
ATLAS_SIG_B_TOP100,BRD-A46179541,doxapram,trt_cp,-61.557808
ATLAS_SIG_B_TOP100,BRD-K67783091,haloperidol,trt_cp,9.844547
ATLAS_SIG_B_TOP100,BRD-A66435872,HTMT,trt_cp,3.3528428
ATLAS_SIG_B_TOP100,BRD-K12102668,nialamide,trt_cp,16.860403
ATLAS_SIG_B_TOP100,BRD-K67637637,olopatadine,trt_cp,8.163357
ATLAS_SIG_B_TOP100,BRD-K00234327,RU-24969,trt_cp,11.077289
ATLAS_SIG_B_TOP100,BRD-A75769826,SDM-25N,trt_cp,-57.412
ATLAS_SIG_B_TOP100,BRD-A01826957,xanthinol,trt_cp,35.584896
ATLAS_SIG_B_TOP100,BRD-A70083328,secnidazole,trt_cp,-36.271267
ATLAS_SIG_B_TOP100,BRD-K98530306,clonidine,trt_cp,5.080403
ATLAS_SIG_B_TOP100,BRD-A36074203,remacemide,trt_cp,45.876755
ATLAS_SIG_B_TOP100,BRD-K02130563,panobinostat,trt_cp,74.03336
ATLAS_SIG_B_TOP100,BRD-K26818574,BIX-01294,trt_cp,2.8893588
ATLAS_SIG_B_TOP100,BRD-K07403598,CAY-10470,trt_cp,5.941649
ATLAS_SIG_B_TOP100,BRD-K05396879,15-delta-prostaglandin-j2,trt_cp,-0.9866103
ATLAS_SIG_B_TOP100,BRD-K00656370,6-aminochrysene,trt_cp,-3.8878546
ATLAS_SIG_B_TOP100,BRD-K56001384,antimycin-a,trt_cp,11.720535
ATLAS_SIG_B_TOP100,BRD-K10573841,tunicamycin,trt_cp,-15.148933
ATLAS_SIG_B_TOP100,BRD-A19037878,trichostatin-a,trt_cp,47.99138
ATLAS_SIG_B_TOP100,BRD-K87426499,BRD-K87426499,trt_cp,-98.71467
ATLAS_SIG_B_TOP100,BRD-A66395008,parthenolide,trt_cp,-68.24616
ATLAS_SIG_B_TOP100,BRD-K79254416,decitabine,trt_cp,0.0
ATLAS_SIG_B_TOP100,BRD-K25504083,cytochalasin-d,trt_cp,-47.879147
ATLAS_SIG_B_TOP100,BRD-K97056771,GNF-2,trt_cp,2.0084567
ATLAS_SIG_B_TOP100,BRD-K29733039,deforolimus,trt_cp,-6.4015203
ATLAS_SIG_B_TOP100,BRD-K07881437,danusertib,trt_cp,-46.443993
ATLAS_SIG_B_TOP100,BRD-K16478699,PLX-4720,trt_cp,-12.686185
ATLAS_SIG_B_TOP100,BRD-K71823332,epothilone-a,trt_cp,2.8188865
ATLAS_SIG_B_TOP100,BRD-K47832606,floxuridine,trt_cp,47.346573
ATLAS_SIG_B_TOP100,BRD-K35687265,ON-01910,trt_cp,-41.826263
ATLAS_SIG_B_TOP100,BRD-K64881305,ispinesib,trt_cp,0.0
ATLAS_SIG_B_TOP100,BRD-K31553034,zibotentan,trt_cp,-31.146858
ATLAS_SIG_B_TOP100,BRD-K19416115,sitagliptin,trt_cp,-95.04602
ATLAS_SIG_B_TOP100,BRD-K31283835,tofacitinib,trt_cp,-7.9641037
ATLAS_SIG_B_TOP100,BRD-K22096725,ALW-II-49-7,trt_cp,-90.098976
ATLAS_SIG_B_TOP100,BRD-A45664787,iloprost,trt_cp,15.207065
ATLAS_SIG_B_TOP100,BRD-K74133369,oligomycin-a,trt_cp,-1.7970402
ATLAS_SIG_B_TOP100,BRD-K55991774,BAS-09104376,trt_cp,-75.29918
ATLAS_SIG_B_TOP100,BRD-A02333338,cyclopamine,trt_cp,0.0
ATLAS_SIG_B_TOP100,BRD-K07888107,depudecin,trt_cp,33.591084
ATLAS_SIG_B_TOP100,BRD-A32161980,carbetocin,trt_cp,-61.636898
ATLAS_SIG_B_TOP100,BRD-K50140147,NVP-TAE684,trt_cp,1.559434
ATLAS_SIG_B_TOP100,BRD-K92723993,imatinib,trt_cp,15.4361105
ATLAS_SIG_B_TOP100,BRD-K49865102,PD-0325901,trt_cp,-85.03055
ATLAS_SIG_B_TOP100,BRD-K63068307,ZSTK-474,trt_cp,21.43027
ATLAS_SIG_B_TOP100,BRD-K17743125,belinostat,trt_cp,74.62095
ATLAS_SIG_B_TOP100,BRD-K71512533,SNS-314,trt_cp,53.454803
ATLAS_SIG_B_TOP100,BRD-K89839824,raltitrexed,trt_cp,0.3875969
ATLAS_SIG_B_TOP100,BRD-K77175907,calcifediol,trt_cp,-1.5031481
ATLAS_SIG_B_TOP100,BRD-K50387473,XMD-892,trt_cp,0.0
ATLAS_SIG_B_TOP100,BRD-K32836707,CAY-10577,trt_cp,-42.26599
ATLAS_SIG_B_TOP100,BRD-K24994810,androstenol,trt_cp,-43.960052
ATLAS_SIG_B_TOP100,BRD-K40255344,tyrphostin-A9,trt_cp,-4.0384865
ATLAS_SIG_B_TOP100,BRD-K06080977,eicosatetraynoic-acid,trt_cp,-4.0873857
ATLAS_SIG_B_TOP100,BRD-K72703948,ZM-447439,trt_cp,7.733983
ATLAS_SIG_B_TOP100,BRD-K97764662,PD-173074,trt_cp,-63.726395
ATLAS_SIG_B_TOP100,BRD-K99369265,sirolimus,trt_cp,0.0
ATLAS_SIG_B_TOP100,BRD-M64432851,sunitinib,trt_cp,-70.36962
ATLAS_SIG_B_TOP100,BRD-K83988098,alvespimycin,trt_cp,28.511993
ATLAS_SIG_B_TOP100,BRD-K17823458,danoprevir,trt_cp,-10.097717
ATLAS_SIG_B_TOP100,BRD-K08206212,entecavir,trt_cp,0.0
ATLAS_SIG_B_TOP100,BRD-K77008974,WYE-354,trt_cp,-1.0923185
ATLAS_SIG_B_TOP100,BRD-K09186807,KIN001-244,trt_cp,-7.0037594
ATLAS_SIG_B_TOP100,BRD-A26199074,calmidazolium,trt_cp,-15.833775
ATLAS_SIG_B_TOP100,BRD-A37837077,cyclazosin,trt_cp,-1.0218464
ATLAS_SIG_B_TOP100,BRD-K98426715,tubacin,trt_cp,-46.54914
ATLAS_SIG_B_TOP100,BRD-A25576662,streptozotocin,trt_cp,-12.014807
ATLAS_SIG_B_TOP100,BRD-A29644307,nomifensine,trt_cp,-15.169184
ATLAS_SIG_B_TOP100,BRD-A64479082,quinidine,trt_cp,-11.069737
ATLAS_SIG_B_TOP100,BRD-A80793822,pemoline,trt_cp,-23.855093
ATLAS_SIG_B_TOP100,BRD-A82307304,atorvastatin,trt_cp,-38.053806
ATLAS_SIG_B_TOP100,BRD-K04389336,labetalol,trt_cp,12.329595
ATLAS_SIG_B_TOP100,BRD-K10852020,tolcapone,trt_cp,-19.783361
ATLAS_SIG_B_TOP100,BRD-K15502390,nevirapine,trt_cp,-42.020172
ATLAS_SIG_B_TOP100,BRD-K34098590,tienilic-acid,trt_cp,-85.91019
ATLAS_SIG_B_TOP100,BRD-K35573744,erbstatin-analog,trt_cp,54.31866
ATLAS_SIG_B_TOP100,BRD-K37194137,III606050,trt_cp,44.401054
ATLAS_SIG_B_TOP100,BRD-K44276885,acarbose,trt_cp,1.4094433
ATLAS_SIG_B_TOP100,BRD-K47679368,bromfenac,trt_cp,-7.827222
ATLAS_SIG_B_TOP100,BRD-K55301415,abiraterone,trt_cp,-8.215973
ATLAS_SIG_B_TOP100,BRD-K64517075,heliomycin,trt_cp,0.0
ATLAS_SIG_B_TOP100,BRD-K66043364,noscapine,trt_cp,0.0
ATLAS_SIG_B_TOP100,BRD-K66788707,fludarabine,trt_cp,14.655455
ATLAS_SIG_B_TOP100,BRD-K71926323,marbofloxacin,trt_cp,5.3558846
ATLAS_SIG_B_TOP100,BRD-K79602928,metformin,trt_cp,67.96314
ATLAS_SIG_B_TOP100,BRD-K81473089,tacrine,trt_cp,-2.3198423
ATLAS_SIG_B_TOP100,BRD-K93034159,cladribine,trt_cp,-21.410267
ATLAS_SIG_B_TOP100,BRD-K98763141,niflumic-acid,trt_cp,-31.42279
ATLAS_SIG_B_TOP100,BRD-K03406345,azacitidine,trt_cp,-37.281746
ATLAS_SIG_B_TOP100,BRD-A29260609,acebutolol,trt_cp,-4.792107
ATLAS_SIG_B_TOP100,BRD-A16754160,ampicillin,trt_cp,8.707054
ATLAS_SIG_B_TOP100,BRD-K68264559,brimonidine,trt_cp,7.4899163
ATLAS_SIG_B_TOP100,BRD-A34299591,budesonide,trt_cp,18.25855
ATLAS_SIG_B_TOP100,BRD-K93461745,buspirone,trt_cp,-12.475911
ATLAS_SIG_B_TOP100,BRD-K63641886,cefuroxime,trt_cp,9.5501585
ATLAS_SIG_B_TOP100,BRD-K37289225,clozapine,trt_cp,0.31712472
ATLAS_SIG_B_TOP100,BRD-K20920669,cromoglicic-acid,trt_cp,-1.9027485
ATLAS_SIG_B_TOP100,BRD-A09722536,cyclophosphamide,trt_cp,60.60023
ATLAS_SIG_B_TOP100,BRD-K87226815,cycloserine-(d),trt_cp,3.0456147
ATLAS_SIG_B_TOP100,BRD-K62363391,dapsone,trt_cp,-36.852226
ATLAS_SIG_B_TOP100,BRD-K81128206,edrophonium,trt_cp,1.4799154
ATLAS_SIG_B_TOP100,BRD-K63828191,raloxifene,trt_cp,-0.5792383
ATLAS_SIG_B_TOP100,BRD-A09472452,flecainide,trt_cp,-32.143135
ATLAS_SIG_B_TOP100,BRD-K22662435,ganciclovir,trt_cp,51.074898
ATLAS_SIG_B_TOP100,BRD-A17655518,ibuprofen,trt_cp,-1.4446794
ATLAS_SIG_B_TOP100,BRD-K76723084,isotretinoin,trt_cp,1.2332629
ATLAS_SIG_B_TOP100,BRD-A07440155,labetalol,trt_cp,-10.806827
ATLAS_SIG_B_TOP100,BRD-K91601245,mercaptopurine,trt_cp,-1.691332
ATLAS_SIG_B_TOP100,BRD-M40783228,mesna,trt_cp,2.2198732
ATLAS_SIG_B_TOP100,BRD-A07780951,orciprenaline,trt_cp,-0.1761804
ATLAS_SIG_B_TOP100,BRD-K63430059,methoxsalen,trt_cp,4.5454545
ATLAS_SIG_B_TOP100,BRD-K21680192,mitoxantrone,trt_cp,83.9336
ATLAS_SIG_B_TOP100,BRD-A29734509,disopyramide,trt_cp,33.40268
ATLAS_SIG_B_TOP100,BRD-A65013509,oxybutynin,trt_cp,7.109872
ATLAS_SIG_B_TOP100,BRD-A62326914,paroxetine,trt_cp,67.48513
ATLAS_SIG_B_TOP100,BRD-K01507359,rifampicin,trt_cp,-69.727005
ATLAS_SIG_B_TOP100,BRD-A50157456,terbutaline,trt_cp,-42.802612
ATLAS_SIG_B_TOP100,BRD-A79479878,testosterone,trt_cp,74.015434
ATLAS_SIG_B_TOP100,BRD-A24514565,warfarin,trt_cp,1.7618041
ATLAS_SIG_B_TOP100,BRD-A23290232,westcort,trt_cp,-46.316273
ATLAS_SIG_B_TOP100,BRD-K24023109,diltiazem,trt_cp,1.5576723
ATLAS_SIG_B_TOP100,BRD-K38197229,bumetanide,trt_cp,-5.144468
ATLAS_SIG_B_TOP100,BRD-K55930204,phenytoin,trt_cp,-91.62154
ATLAS_SIG_B_TOP100,BRD-A44827100,erythromycin,trt_cp,-10.865241
ATLAS_SIG_B_TOP100,BRD-K94353609,fluocinolone,trt_cp,-79.7097
ATLAS_SIG_B_TOP100,BRD-K48168960,propylthiouracil,trt_cp,-26.34571
ATLAS_SIG_B_TOP100,BRD-K89997465,chlorpromazine,trt_cp,3.8201542
ATLAS_SIG_B_TOP100,BRD-K21520694,sulfacetamide,trt_cp,-12.260646
ATLAS_SIG_B_TOP100,BRD-A48631911,mibefradil,trt_cp,90.47347
